"Entity","Code","Year","Annual.CO..emissions","Region"
"Portugal","PRT",1912,3653008,"Southern Europe"
"Portugal","PRT",1913,3858192,"Southern Europe"
"Portugal","PRT",1914,3374544,"Southern Europe"
"Portugal","PRT",1915,3085088,"Southern Europe"
"Portugal","PRT",1916,2989824,"Southern Europe"
"Portugal","PRT",1917,1656128,"Southern Europe"
"Portugal","PRT",1918,1095536,"Southern Europe"
"Portugal","PRT",1919,2158096,"Southern Europe"
"Portugal","PRT",1920,2103136,"Southern Europe"
"Portugal","PRT",1921,2147104,"Southern Europe"
"Portugal","PRT",1922,2960512,"Southern Europe"
"Portugal","PRT",1923,2678384,"Southern Europe"
"Portugal","PRT",1924,3030128,"Southern Europe"
"Portugal","PRT",1925,3121728,"Southern Europe"
"Portugal","PRT",1926,3136384,"Southern Europe"
"Portugal","PRT",1927,3631024,"Southern Europe"
"Portugal","PRT",1928,3993463,"Southern Europe"
"Portugal","PRT",1929,3967755,"Southern Europe"
"Portugal","PRT",1930,4323133,"Southern Europe"
"Portugal","PRT",1931,3920094,"Southern Europe"
"Portugal","PRT",1932,3388725,"Southern Europe"
"Portugal","PRT",1933,3996770,"Southern Europe"
"Portugal","PRT",1934,4095608.2,"Southern Europe"
"Portugal","PRT",1935,4377618,"Southern Europe"
"Portugal","PRT",1936,4128347,"Southern Europe"
"Portugal","PRT",1937,4930705,"Southern Europe"
"Portugal","PRT",1938,4117266.2,"Southern Europe"
"Portugal","PRT",1939,4751019,"Southern Europe"
"Portugal","PRT",1940,3897397,"Southern Europe"
"Portugal","PRT",1941,3780149,"Southern Europe"
"Portugal","PRT",1942,3025483,"Southern Europe"
"Portugal","PRT",1943,2941183,"Southern Europe"
"Portugal","PRT",1944,3245322,"Southern Europe"
"Portugal","PRT",1945,3336834,"Southern Europe"
"Portugal","PRT",1946,3889861,"Southern Europe"
"Portugal","PRT",1947,5541908,"Southern Europe"
"Portugal","PRT",1948,5252155,"Southern Europe"
"Portugal","PRT",1949,5519538,"Southern Europe"
"Portugal","PRT",1950,5618258,"Southern Europe"
"Portugal","PRT",1951,5394485,"Southern Europe"
"Portugal","PRT",1952,5350162,"Southern Europe"
"Portugal","PRT",1953,5928896,"Southern Europe"
"Portugal","PRT",1954,5789634,"Southern Europe"
"Portugal","PRT",1955,6460148,"Southern Europe"
"Portugal","PRT",1956,7162653,"Southern Europe"
"Portugal","PRT",1957,7782048,"Southern Europe"
"Portugal","PRT",1958,7554701,"Southern Europe"
"Portugal","PRT",1959,7979696,"Southern Europe"
"Portugal","PRT",1960,8213507.5,"Southern Europe"
"Portugal","PRT",1961,9078034,"Southern Europe"
"Portugal","PRT",1962,9289892,"Southern Europe"
"Portugal","PRT",1963,10011581,"Southern Europe"
"Portugal","PRT",1964,11007419,"Southern Europe"
"Portugal","PRT",1965,11582457,"Southern Europe"
"Portugal","PRT",1966,11835094,"Southern Europe"
"Portugal","PRT",1967,12391606,"Southern Europe"
"Portugal","PRT",1968,12992354,"Southern Europe"
"Portugal","PRT",1969,14592807,"Southern Europe"
"Portugal","PRT",1970,15236482,"Southern Europe"
"Portugal","PRT",1971,16375692,"Southern Europe"
"Portugal","PRT",1972,18307310,"Southern Europe"
"Portugal","PRT",1973,19945068,"Southern Europe"
"Portugal","PRT",1974,20644926,"Southern Europe"
"Portugal","PRT",1975,21275220,"Southern Europe"
"Portugal","PRT",1976,22325776,"Southern Europe"
"Portugal","PRT",1977,22604974,"Southern Europe"
"Portugal","PRT",1978,22584778,"Southern Europe"
"Portugal","PRT",1979,24855616,"Southern Europe"
"Portugal","PRT",1980,26773498,"Southern Europe"
"Portugal","PRT",1981,27000480,"Southern Europe"
"Portugal","PRT",1982,28999878,"Southern Europe"
"Portugal","PRT",1983,29901626,"Southern Europe"
"Portugal","PRT",1984,28793810,"Southern Europe"
"Portugal","PRT",1985,27129670,"Southern Europe"
"Portugal","PRT",1986,30221142,"Southern Europe"
"Portugal","PRT",1987,31198344,"Southern Europe"
"Portugal","PRT",1988,32567554,"Southern Europe"
"Portugal","PRT",1989,40822224,"Southern Europe"
"Portugal","PRT",1990,45310590,"Southern Europe"
"Portugal","PRT",1991,47130890,"Southern Europe"
"Portugal","PRT",1992,50956564,"Southern Europe"
"Portugal","PRT",1993,49468824,"Southern Europe"
"Portugal","PRT",1994,50242516,"Southern Europe"
"Portugal","PRT",1995,54502628,"Southern Europe"
"Portugal","PRT",1996,51799284,"Southern Europe"
"Portugal","PRT",1997,54669148,"Southern Europe"
"Portugal","PRT",1998,59210640,"Southern Europe"
"Portugal","PRT",1999,66877970,"Southern Europe"
"Portugal","PRT",2000,65656590,"Southern Europe"
"Portugal","PRT",2001,65187080,"Southern Europe"
"Portugal","PRT",2002,69582310,"Southern Europe"
"Portugal","PRT",2003,64481772,"Southern Europe"
"Portugal","PRT",2004,67302070,"Southern Europe"
"Portugal","PRT",2005,69639500,"Southern Europe"
"Portugal","PRT",2006,64855828,"Southern Europe"
"Portugal","PRT",2007,62379788,"Southern Europe"
"Portugal","PRT",2008,60009404,"Southern Europe"
"Portugal","PRT",2009,57146816,"Southern Europe"
"Portugal","PRT",2010,52889748,"Southern Europe"
"Portugal","PRT",2011,51783540,"Southern Europe"
"Portugal","PRT",2012,49931856,"Southern Europe"
"Portugal","PRT",2013,48146190,"Southern Europe"
"Portugal","PRT",2014,47942320,"Southern Europe"
"Portugal","PRT",2015,52233044,"Southern Europe"
"Portugal","PRT",2016,50310916,"Southern Europe"
"Portugal","PRT",2017,55165156,"Southern Europe"
"Portugal","PRT",2018,51340316,"Southern Europe"
"Portugal","PRT",2019,47583116,"Southern Europe"
"Portugal","PRT",2020,41738252,"Southern Europe"
"Portugal","PRT",2021,40284110,"Southern Europe"
"Portugal","PRT",2022,40687052,"Southern Europe"
"Portugal","PRT",2023,37228136,"Southern Europe"
"Romania","ROU",1858,3664,"Eastern Europe"
"Romania","ROU",1859,3664,"Eastern Europe"
"Romania","ROU",1860,3664,"Eastern Europe"
"Romania","ROU",1861,7328,"Eastern Europe"
"Romania","ROU",1862,10992,"Eastern Europe"
"Romania","ROU",1863,10992,"Eastern Europe"
"Romania","ROU",1864,14656,"Eastern Europe"
"Romania","ROU",1865,14656,"Eastern Europe"
"Romania","ROU",1866,18320,"Eastern Europe"
"Romania","ROU",1867,21984,"Eastern Europe"
"Romania","ROU",1868,25648,"Eastern Europe"
"Romania","ROU",1869,25648,"Eastern Europe"
"Romania","ROU",1870,36640,"Eastern Europe"
"Romania","ROU",1871,40304,"Eastern Europe"
"Romania","ROU",1872,40304,"Eastern Europe"
"Romania","ROU",1873,43968,"Eastern Europe"
"Romania","ROU",1874,43968,"Eastern Europe"
"Romania","ROU",1875,47632,"Eastern Europe"
"Romania","ROU",1876,47632,"Eastern Europe"
"Romania","ROU",1877,47632,"Eastern Europe"
"Romania","ROU",1878,47632,"Eastern Europe"
"Romania","ROU",1879,47632,"Eastern Europe"
"Romania","ROU",1880,47632,"Eastern Europe"
"Romania","ROU",1881,51296,"Eastern Europe"
"Romania","ROU",1882,223504,"Eastern Europe"
"Romania","ROU",1883,406704,"Eastern Europe"
"Romania","ROU",1884,472656,"Eastern Europe"
"Romania","ROU",1885,450672,"Eastern Europe"
"Romania","ROU",1886,483648,"Eastern Europe"
"Romania","ROU",1887,527616,"Eastern Europe"
"Romania","ROU",1888,630208,"Eastern Europe"
"Romania","ROU",1889,644864,"Eastern Europe"
"Romania","ROU",1890,806080,"Eastern Europe"
"Romania","ROU",1891,1117520,"Eastern Europe"
"Romania","ROU",1892,1051568,"Eastern Europe"
"Romania","ROU",1893,1135840,"Eastern Europe"
"Romania","ROU",1894,1040576,"Eastern Europe"
"Romania","ROU",1895,1077216,"Eastern Europe"
"Romania","ROU",1896,1117520,"Eastern Europe"
"Romania","ROU",1897,1297056,"Eastern Europe"
"Romania","ROU",1898,1711088,"Eastern Europe"
"Romania","ROU",1899,1612160,"Eastern Europe"
"Romania","ROU",1900,1238432,"Eastern Europe"
"Romania","ROU",1901,1593840,"Eastern Europe"
"Romania","ROU",1902,1590176,"Eastern Europe"
"Romania","ROU",1903,1846656,"Eastern Europe"
"Romania","ROU",1904,2187408,"Eastern Europe"
"Romania","ROU",1905,2660064,"Eastern Europe"
"Romania","ROU",1906,3598048,"Eastern Europe"
"Romania","ROU",1907,4558016,"Eastern Europe"
"Romania","ROU",1908,4385808,"Eastern Europe"
"Romania","ROU",1909,4858464,"Eastern Europe"
"Romania","ROU",1910,4818160,"Eastern Europe"
"Romania","ROU",1911,5774464,"Eastern Europe"
"Romania","ROU",1912,6012624,"Eastern Europe"
"Romania","ROU",1913,6990912,"Eastern Europe"
"Romania","ROU",1914,5785456,"Eastern Europe"
"Romania","ROU",1915,5144256,"Eastern Europe"
"Romania","ROU",1916,2997152,"Eastern Europe"
"Romania","ROU",1917,2513504,"Eastern Europe"
"Romania","ROU",1918,3187680,"Eastern Europe"
"Romania","ROU",1919,4664272,"Eastern Europe"
"Romania","ROU",1920,5485008,"Eastern Europe"
"Romania","ROU",1921,5917360,"Eastern Europe"
"Romania","ROU",1922,7141136,"Eastern Europe"
"Romania","ROU",1923,8474832,"Eastern Europe"
"Romania","ROU",1924,10006384,"Eastern Europe"
"Romania","ROU",1925,11710144,"Eastern Europe"
"Romania","ROU",1926,14502112,"Eastern Europe"
"Romania","ROU",1927,16125263,"Eastern Europe"
"Romania","ROU",1928,18271030,"Eastern Europe"
"Romania","ROU",1929,20491474,"Eastern Europe"
"Romania","ROU",1930,23242812,"Eastern Europe"
"Romania","ROU",1931,25848718,"Eastern Europe"
"Romania","ROU",1932,27358226,"Eastern Europe"
"Romania","ROU",1933,27310566,"Eastern Europe"
"Romania","ROU",1934,31659346,"Eastern Europe"
"Romania","ROU",1935,31530840,"Eastern Europe"
"Romania","ROU",1936,33154018,"Eastern Europe"
"Romania","ROU",1937,28463774,"Eastern Europe"
"Romania","ROU",1938,26712412,"Eastern Europe"
"Romania","ROU",1939,25187860,"Eastern Europe"
"Romania","ROU",1940,23946298,"Eastern Europe"
"Romania","ROU",1941,22545760,"Eastern Europe"
"Romania","ROU",1942,23671618,"Eastern Europe"
"Romania","ROU",1943,22106734,"Eastern Europe"
"Romania","ROU",1944,15057732,"Eastern Europe"
"Romania","ROU",1945,18905230,"Eastern Europe"
"Romania","ROU",1946,17465010,"Eastern Europe"
"Romania","ROU",1947,16347075,"Eastern Europe"
"Romania","ROU",1948,23374508,"Eastern Europe"
"Romania","ROU",1949,23113918,"Eastern Europe"
"Romania","ROU",1950,19416586,"Eastern Europe"
"Romania","ROU",1951,22503346,"Eastern Europe"
"Romania","ROU",1952,26631218,"Eastern Europe"
"Romania","ROU",1953,30627036,"Eastern Europe"
"Romania","ROU",1954,33504468,"Eastern Europe"
"Romania","ROU",1955,36782410,"Eastern Europe"
"Romania","ROU",1956,40779180,"Eastern Europe"
"Romania","ROU",1957,45929720,"Eastern Europe"
"Romania","ROU",1958,49794348,"Eastern Europe"
"Romania","ROU",1959,50643268,"Eastern Europe"
"Romania","ROU",1960,53394132,"Eastern Europe"
"Romania","ROU",1961,55716068,"Eastern Europe"
"Romania","ROU",1962,63812790,"Eastern Europe"
"Romania","ROU",1963,69455450,"Eastern Europe"
"Romania","ROU",1964,72037020,"Eastern Europe"
"Romania","ROU",1965,78636910,"Eastern Europe"
"Romania","ROU",1966,84090670,"Eastern Europe"
"Romania","ROU",1967,92028744,"Eastern Europe"
"Romania","ROU",1968,100079400,"Eastern Europe"
"Romania","ROU",1969,111527430,"Eastern Europe"
"Romania","ROU",1970,119981480,"Eastern Europe"
"Romania","ROU",1971,125660030,"Eastern Europe"
"Romania","ROU",1972,132207890,"Eastern Europe"
"Romania","ROU",1973,144690800,"Eastern Europe"
"Romania","ROU",1974,150607780,"Eastern Europe"
"Romania","ROU",1975,161861600,"Eastern Europe"
"Romania","ROU",1976,174274560,"Eastern Europe"
"Romania","ROU",1977,177832510,"Eastern Europe"
"Romania","ROU",1978,193243920,"Eastern Europe"
"Romania","ROU",1979,195323570,"Eastern Europe"
"Romania","ROU",1980,195806610,"Eastern Europe"
"Romania","ROU",1981,197322540,"Eastern Europe"
"Romania","ROU",1982,194876910,"Eastern Europe"
"Romania","ROU",1983,199659840,"Eastern Europe"
"Romania","ROU",1984,188323360,"Eastern Europe"
"Romania","ROU",1985,193445500,"Eastern Europe"
"Romania","ROU",1986,201069600,"Eastern Europe"
"Romania","ROU",1987,211020750,"Eastern Europe"
"Romania","ROU",1988,211567800,"Eastern Europe"
"Romania","ROU",1989,212965860,"Eastern Europe"
"Romania","ROU",1990,176545460,"Eastern Europe"
"Romania","ROU",1991,142266350,"Eastern Europe"
"Romania","ROU",1992,132070264,"Eastern Europe"
"Romania","ROU",1993,122759350,"Eastern Europe"
"Romania","ROU",1994,120961544,"Eastern Europe"
"Romania","ROU",1995,125765920,"Eastern Europe"
"Romania","ROU",1996,129188870,"Eastern Europe"
"Romania","ROU",1997,118173510,"Eastern Europe"
"Romania","ROU",1998,104875080,"Eastern Europe"
"Romania","ROU",1999,89034216,"Eastern Europe"
"Romania","ROU",2000,93343250,"Eastern Europe"
"Romania","ROU",2001,98991400,"Eastern Europe"
"Romania","ROU",2002,99298504,"Eastern Europe"
"Romania","ROU",2003,103836210,"Eastern Europe"
"Romania","ROU",2004,103311020,"Eastern Europe"
"Romania","ROU",2005,101363960,"Eastern Europe"
"Romania","ROU",2006,104322150,"Eastern Europe"
"Romania","ROU",2007,108391570,"Eastern Europe"
"Romania","ROU",2008,106927256,"Eastern Europe"
"Romania","ROU",2009,87725896,"Eastern Europe"
"Romania","ROU",2010,84287750,"Eastern Europe"
"Romania","ROU",2011,92240696,"Eastern Europe"
"Romania","ROU",2012,89642310,"Eastern Europe"
"Romania","ROU",2013,78597820,"Eastern Europe"
"Romania","ROU",2014,79092620,"Eastern Europe"
"Romania","ROU",2015,77807810,"Eastern Europe"
"Romania","ROU",2016,76312184,"Eastern Europe"
"Romania","ROU",2017,79158200,"Eastern Europe"
"Romania","ROU",2018,79639170,"Eastern Europe"
"Romania","ROU",2019,76457096,"Eastern Europe"
"Romania","ROU",2020,73710180,"Eastern Europe"
"Romania","ROU",2021,77270420,"Eastern Europe"
"Romania","ROU",2022,72992770,"Eastern Europe"
"Romania","ROU",2023,68239480,"Eastern Europe"
"Slovakia","SVK",1860,65086,"Eastern Europe"
"Slovakia","SVK",1861,213980,"Eastern Europe"
"Slovakia","SVK",1862,363766,"Eastern Europe"
"Slovakia","SVK",1863,513552,"Eastern Europe"
"Slovakia","SVK",1864,663338,"Eastern Europe"
"Slovakia","SVK",1865,813123,"Eastern Europe"
"Slovakia","SVK",1866,962909,"Eastern Europe"
"Slovakia","SVK",1867,1111804,"Eastern Europe"
"Slovakia","SVK",1868,1261590,"Eastern Europe"
"Slovakia","SVK",1869,1411375,"Eastern Europe"
"Slovakia","SVK",1870,1561161,"Eastern Europe"
"Slovakia","SVK",1871,1710947,"Eastern Europe"
"Slovakia","SVK",1872,1859841,"Eastern Europe"
"Slovakia","SVK",1873,2009627.1,"Eastern Europe"
"Slovakia","SVK",1874,2159413,"Eastern Europe"
"Slovakia","SVK",1875,2309199,"Eastern Europe"
"Slovakia","SVK",1876,3991616,"Eastern Europe"
"Slovakia","SVK",1877,4194005,"Eastern Europe"
"Slovakia","SVK",1878,4396394,"Eastern Europe"
"Slovakia","SVK",1879,4724497,"Eastern Europe"
"Slovakia","SVK",1880,5005345,"Eastern Europe"
"Slovakia","SVK",1881,5286194,"Eastern Europe"
"Slovakia","SVK",1882,5405666,"Eastern Europe"
"Slovakia","SVK",1883,5773890,"Eastern Europe"
"Slovakia","SVK",1884,5963797,"Eastern Europe"
"Slovakia","SVK",1885,6261585,"Eastern Europe"
"Slovakia","SVK",1886,6582555,"Eastern Europe"
"Slovakia","SVK",1887,6914224,"Eastern Europe"
"Slovakia","SVK",1888,7410835,"Eastern Europe"
"Slovakia","SVK",1889,7845928,"Eastern Europe"
"Slovakia","SVK",1890,8390685,"Eastern Europe"
"Slovakia","SVK",1891,8699172,"Eastern Europe"
"Slovakia","SVK",1892,8831127,"Eastern Europe"
"Slovakia","SVK",1893,9027275,"Eastern Europe"
"Slovakia","SVK",1894,9253737,"Eastern Europe"
"Slovakia","SVK",1895,9604129,"Eastern Europe"
"Slovakia","SVK",1896,9840398,"Eastern Europe"
"Slovakia","SVK",1897,10414577,"Eastern Europe"
"Slovakia","SVK",1898,10647281,"Eastern Europe"
"Slovakia","SVK",1899,10923671,"Eastern Europe"
"Slovakia","SVK",1900,10844320,"Eastern Europe"
"Slovakia","SVK",1901,11331124,"Eastern Europe"
"Slovakia","SVK",1902,11482693,"Eastern Europe"
"Slovakia","SVK",1903,11698456,"Eastern Europe"
"Slovakia","SVK",1904,11812579,"Eastern Europe"
"Slovakia","SVK",1905,12160296,"Eastern Europe"
"Slovakia","SVK",1906,12698812,"Eastern Europe"
"Slovakia","SVK",1907,13346101,"Eastern Europe"
"Slovakia","SVK",1908,13592178,"Eastern Europe"
"Slovakia","SVK",1909,13509261,"Eastern Europe"
"Slovakia","SVK",1910,13368391,"Eastern Europe"
"Slovakia","SVK",1911,13537792,"Eastern Europe"
"Slovakia","SVK",1912,14404410,"Eastern Europe"
"Slovakia","SVK",1913,15066856,"Eastern Europe"
"Slovakia","SVK",1914,13735723,"Eastern Europe"
"Slovakia","SVK",1915,13705409,"Eastern Europe"
"Slovakia","SVK",1916,14587184,"Eastern Europe"
"Slovakia","SVK",1917,13717000,"Eastern Europe"
"Slovakia","SVK",1918,11694890,"Eastern Europe"
"Slovakia","SVK",1919,11048493,"Eastern Europe"
"Slovakia","SVK",1920,10957551,"Eastern Europe"
"Slovakia","SVK",1921,10523351,"Eastern Europe"
"Slovakia","SVK",1922,9391932,"Eastern Europe"
"Slovakia","SVK",1923,9926882,"Eastern Europe"
"Slovakia","SVK",1924,12184369,"Eastern Europe"
"Slovakia","SVK",1925,11466645,"Eastern Europe"
"Slovakia","SVK",1926,11626238,"Eastern Europe"
"Slovakia","SVK",1927,12476808,"Eastern Europe"
"Slovakia","SVK",1928,13136579,"Eastern Europe"
"Slovakia","SVK",1929,14695066,"Eastern Europe"
"Slovakia","SVK",1930,12908804,"Eastern Europe"
"Slovakia","SVK",1931,12075188,"Eastern Europe"
"Slovakia","SVK",1932,10523033,"Eastern Europe"
"Slovakia","SVK",1933,9629337,"Eastern Europe"
"Slovakia","SVK",1934,9616999,"Eastern Europe"
"Slovakia","SVK",1935,9899184,"Eastern Europe"
"Slovakia","SVK",1936,10755026,"Eastern Europe"
"Slovakia","SVK",1937,13023959,"Eastern Europe"
"Slovakia","SVK",1938,14983047,"Eastern Europe"
"Slovakia","SVK",1939,16450350,"Eastern Europe"
"Slovakia","SVK",1940,18544580,"Eastern Europe"
"Slovakia","SVK",1941,18662394,"Eastern Europe"
"Slovakia","SVK",1942,20128182,"Eastern Europe"
"Slovakia","SVK",1943,22223138,"Eastern Europe"
"Slovakia","SVK",1944,21201836,"Eastern Europe"
"Slovakia","SVK",1945,11251774,"Eastern Europe"
"Slovakia","SVK",1946,13968587,"Eastern Europe"
"Slovakia","SVK",1947,15838563,"Eastern Europe"
"Slovakia","SVK",1948,17113270,"Eastern Europe"
"Slovakia","SVK",1949,17989898,"Eastern Europe"
"Slovakia","SVK",1950,18519542,"Eastern Europe"
"Slovakia","SVK",1951,19731558,"Eastern Europe"
"Slovakia","SVK",1952,21097998,"Eastern Europe"
"Slovakia","SVK",1953,21866064,"Eastern Europe"
"Slovakia","SVK",1954,23349060,"Eastern Europe"
"Slovakia","SVK",1955,24228486,"Eastern Europe"
"Slovakia","SVK",1956,25996990,"Eastern Europe"
"Slovakia","SVK",1957,27140672,"Eastern Europe"
"Slovakia","SVK",1958,29652480,"Eastern Europe"
"Slovakia","SVK",1959,29660948,"Eastern Europe"
"Slovakia","SVK",1960,31633214,"Eastern Europe"
"Slovakia","SVK",1961,34338550,"Eastern Europe"
"Slovakia","SVK",1962,36592650,"Eastern Europe"
"Slovakia","SVK",1963,38521304,"Eastern Europe"
"Slovakia","SVK",1964,40087296,"Eastern Europe"
"Slovakia","SVK",1965,39048732,"Eastern Europe"
"Slovakia","SVK",1966,38814180,"Eastern Europe"
"Slovakia","SVK",1967,38724850,"Eastern Europe"
"Slovakia","SVK",1968,40524984,"Eastern Europe"
"Slovakia","SVK",1969,43029280,"Eastern Europe"
"Slovakia","SVK",1970,49345176,"Eastern Europe"
"Slovakia","SVK",1971,51764024,"Eastern Europe"
"Slovakia","SVK",1972,52245984,"Eastern Europe"
"Slovakia","SVK",1973,52457424,"Eastern Europe"
"Slovakia","SVK",1974,53057760,"Eastern Europe"
"Slovakia","SVK",1975,55524876,"Eastern Europe"
"Slovakia","SVK",1976,57697750,"Eastern Europe"
"Slovakia","SVK",1977,59437460,"Eastern Europe"
"Slovakia","SVK",1978,59973316,"Eastern Europe"
"Slovakia","SVK",1979,58409988,"Eastern Europe"
"Slovakia","SVK",1980,59100590,"Eastern Europe"
"Slovakia","SVK",1981,58454590,"Eastern Europe"
"Slovakia","SVK",1982,57896280,"Eastern Europe"
"Slovakia","SVK",1983,57977640,"Eastern Europe"
"Slovakia","SVK",1984,59951800,"Eastern Europe"
"Slovakia","SVK",1985,59145252,"Eastern Europe"
"Slovakia","SVK",1986,59562170,"Eastern Europe"
"Slovakia","SVK",1987,58863380,"Eastern Europe"
"Slovakia","SVK",1988,57893476,"Eastern Europe"
"Slovakia","SVK",1989,55249748,"Eastern Europe"
"Slovakia","SVK",1990,61526356,"Eastern Europe"
"Slovakia","SVK",1991,53331740,"Eastern Europe"
"Slovakia","SVK",1992,48927690,"Eastern Europe"
"Slovakia","SVK",1993,46395864,"Eastern Europe"
"Slovakia","SVK",1994,43805096,"Eastern Europe"
"Slovakia","SVK",1995,44195796,"Eastern Europe"
"Slovakia","SVK",1996,44077140,"Eastern Europe"
"Slovakia","SVK",1997,44148696,"Eastern Europe"
"Slovakia","SVK",1998,43879290,"Eastern Europe"
"Slovakia","SVK",1999,43091652,"Eastern Europe"
"Slovakia","SVK",2000,41191790,"Eastern Europe"
"Slovakia","SVK",2001,43279270,"Eastern Europe"
"Slovakia","SVK",2002,42095276,"Eastern Europe"
"Slovakia","SVK",2003,42424824,"Eastern Europe"
"Slovakia","SVK",2004,42920170,"Eastern Europe"
"Slovakia","SVK",2005,42925940,"Eastern Europe"
"Slovakia","SVK",2006,42751310,"Eastern Europe"
"Slovakia","SVK",2007,41154068,"Eastern Europe"
"Slovakia","SVK",2008,41551012,"Eastern Europe"
"Slovakia","SVK",2009,37799530,"Eastern Europe"
"Slovakia","SVK",2010,38462080,"Eastern Europe"
"Slovakia","SVK",2011,38045884,"Eastern Europe"
"Slovakia","SVK",2012,35963340,"Eastern Europe"
"Slovakia","SVK",2013,35623260,"Eastern Europe"
"Slovakia","SVK",2014,33708176,"Eastern Europe"
"Slovakia","SVK",2015,34528190,"Eastern Europe"
"Slovakia","SVK",2016,34962804,"Eastern Europe"
"Slovakia","SVK",2017,36166716,"Eastern Europe"
"Slovakia","SVK",2018,36159864,"Eastern Europe"
"Slovakia","SVK",2019,33831316,"Eastern Europe"
"Slovakia","SVK",2020,31154222,"Eastern Europe"
"Slovakia","SVK",2021,35215996,"Eastern Europe"
"Slovakia","SVK",2022,31550242,"Eastern Europe"
"Slovakia","SVK",2023,30739160,"Eastern Europe"
"Slovenia","SVN",1885,3738,"Eastern Europe"
"Slovenia","SVN",1890,11214,"Eastern Europe"
"Slovenia","SVN",1891,13083,"Eastern Europe"
"Slovenia","SVN",1892,14485,"Eastern Europe"
"Slovenia","SVN",1893,25699,"Eastern Europe"
"Slovenia","SVN",1894,49061,"Eastern Europe"
"Slovenia","SVN",1895,49061,"Eastern Europe"
"Slovenia","SVN",1896,54668,"Eastern Europe"
"Slovenia","SVN",1897,42520,"Eastern Europe"
"Slovenia","SVN",1898,64480,"Eastern Europe"
"Slovenia","SVN",1899,75227,"Eastern Europe"
"Slovenia","SVN",1900,101860,"Eastern Europe"
"Slovenia","SVN",1901,111205,"Eastern Europe"
"Slovenia","SVN",1902,104196,"Eastern Europe"
"Slovenia","SVN",1903,113074,"Eastern Europe"
"Slovenia","SVN",1904,120550,"Eastern Europe"
"Slovenia","SVN",1905,130829.01,"Eastern Europe"
"Slovenia","SVN",1906,156528,"Eastern Europe"
"Slovenia","SVN",1907,159331,"Eastern Europe"
"Slovenia","SVN",1908,171480,"Eastern Europe"
"Slovenia","SVN",1909,176152,"Eastern Europe"
"Slovenia","SVN",1910,174283,"Eastern Europe"
"Slovenia","SVN",1911,188768,"Eastern Europe"
"Slovenia","SVN",1912,193440,"Eastern Europe"
"Slovenia","SVN",1913,531260,"Eastern Europe"
"Slovenia","SVN",1919,380807,"Eastern Europe"
"Slovenia","SVN",1920,505562,"Eastern Europe"
"Slovenia","SVN",1921,538269,"Eastern Europe"
"Slovenia","SVN",1922,782172,"Eastern Europe"
"Slovenia","SVN",1923,853194,"Eastern Europe"
"Slovenia","SVN",1924,874687,"Eastern Europe"
"Slovenia","SVN",1925,960193,"Eastern Europe"
"Slovenia","SVN",1926,934962,"Eastern Europe"
"Slovenia","SVN",1927,1056446,"Eastern Europe"
"Slovenia","SVN",1928,1193979,"Eastern Europe"
"Slovenia","SVN",1929,1308760,"Eastern Europe"
"Slovenia","SVN",1930,1231664,"Eastern Europe"
"Slovenia","SVN",1931,1131777,"Eastern Europe"
"Slovenia","SVN",1932,1032897.94,"Eastern Europe"
"Slovenia","SVN",1933,955459,"Eastern Europe"
"Slovenia","SVN",1934,994548,"Eastern Europe"
"Slovenia","SVN",1935,1040457.94,"Eastern Europe"
"Slovenia","SVN",1936,1026978,"Eastern Europe"
"Slovenia","SVN",1937,1144858,"Eastern Europe"
"Slovenia","SVN",1938,1083492,"Eastern Europe"
"Slovenia","SVN",1939,1137561,"Eastern Europe"
"Slovenia","SVN",1940,1313899,"Eastern Europe"
"Slovenia","SVN",1943,46526,"Eastern Europe"
"Slovenia","SVN",1944,11681,"Eastern Europe"
"Slovenia","SVN",1945,662949,"Eastern Europe"
"Slovenia","SVN",1946,1307655,"Eastern Europe"
"Slovenia","SVN",1947,1816542,"Eastern Europe"
"Slovenia","SVN",1948,2049005,"Eastern Europe"
"Slovenia","SVN",1949,2341236,"Eastern Europe"
"Slovenia","SVN",1950,2249161,"Eastern Europe"
"Slovenia","SVN",1951,2129049,"Eastern Europe"
"Slovenia","SVN",1952,2136843,"Eastern Europe"
"Slovenia","SVN",1953,2122147,"Eastern Europe"
"Slovenia","SVN",1954,2532462,"Eastern Europe"
"Slovenia","SVN",1955,2900265,"Eastern Europe"
"Slovenia","SVN",1956,3317556,"Eastern Europe"
"Slovenia","SVN",1957,3600381,"Eastern Europe"
"Slovenia","SVN",1958,3548164,"Eastern Europe"
"Slovenia","SVN",1959,4067757.2,"Eastern Europe"
"Slovenia","SVN",1960,4443519,"Eastern Europe"
"Slovenia","SVN",1961,4658825,"Eastern Europe"
"Slovenia","SVN",1962,4779984,"Eastern Europe"
"Slovenia","SVN",1963,5317225,"Eastern Europe"
"Slovenia","SVN",1964,6025510,"Eastern Europe"
"Slovenia","SVN",1965,6199840,"Eastern Europe"
"Slovenia","SVN",1966,6142496,"Eastern Europe"
"Slovenia","SVN",1967,6204412,"Eastern Europe"
"Slovenia","SVN",1968,6634516,"Eastern Europe"
"Slovenia","SVN",1969,6878540,"Eastern Europe"
"Slovenia","SVN",1970,8994296,"Eastern Europe"
"Slovenia","SVN",1971,9687089,"Eastern Europe"
"Slovenia","SVN",1972,9064777,"Eastern Europe"
"Slovenia","SVN",1973,10829598,"Eastern Europe"
"Slovenia","SVN",1974,10868198,"Eastern Europe"
